,n_com,I,C,M,R,L
4,108.0,4.0,0.03671,0.00735,0.51139,0.01894
5,108.0,5.0,0.07859,0.02231,0.67013,0.00617
6,108.0,6.0,0.05218,0.02522,0.54297,0.01746
7,108.0,7.0,0.0404,0.01908,0.44,0.00696
8,108.0,8.0,0.04222,0.01056,0.53154,0.00669
9,108.0,9.0,0.10361,0.04803,0.09412,0.3026
10,108.0,10.0,0.02648,0.01091,0.71933,0.00431
11,108.0,11.0,0.10122,0.04239,0.29457,0.0249
12,108.0,12.0,0.04385,0.00385,0.81093,0.00451
13,108.0,13.0,0.09126,0.02645,0.2405,0.01462
14,108.0,14.0,0.10568,0.0014,0.6444,0.0186
15,108.0,15.0,0.05583,0.02006,0.99501,0.13765
16,108.0,16.0,0.06071,0.01825,0.22091,0.02053
17,108.0,17.0,0.08401,0.01931,0.82743,0.07376
18,108.0,18.0,0.04032,0.03202,0.91375,0.32963
19,108.0,19.0,0.12867,0.01978,0.00964,0.43736
20,108.0,20.0,0.10546,0.05045,0.16784,0.01853
21,108.0,21.0,0.11674,0.03186,0.2176,0.13282
22,108.0,22.0,0.15933,0.03875,0.88687,0.02874
23,108.0,23.0,0.11542,0.04409,0.97109,0.01688
24,108.0,24.0,0.15835,0.0459,0.86092,0.49002
25,108.0,25.0,0.08259,0.04753,0.27932,0.19126
26,108.0,26.0,0.17114,0.05115,0.58216,0.07964
27,108.0,27.0,0.15674,0.05854,0.815,0.0045
28,108.0,28.0,0.17926,0.04483,0.04034,0.13351
29,108.0,29.0,0.15955,0.05068,0.28491,0.39267
30,108.0,30.0,0.218,0.05284,0.43081,0.04037
1,109.0,1.0,0.05796,0.00477,0.10993,0.0069
2,109.0,2.0,0.04537,0.02177,0.47864,0.03774
3,109.0,3.0,0.03566,0.00116,0.78711,0.06124
4,109.0,4.0,0.04198,0.02555,0.52327,0.01441
5,109.0,5.0,0.05926,0.01215,0.88546,0.0035
6,109.0,6.0,0.04692,0.02696,0.59264,0.06025
7,109.0,7.0,0.02269,0.00751,0.32084,0.00804
8,109.0,8.0,0.07791,0.01381,0.18008,0.15879
9,109.0,9.0,0.03962,0.00816,0.32925,0.00814
10,109.0,10.0,0.06102,0.01793,0.3799,0.00448
11,109.0,11.0,0.03419,0.02668,0.8001,0.07518
12,109.0,12.0,0.06775,0.00517,0.66412,0.01664
13,109.0,13.0,0.08652,0.02883,0.07779,0.04116
14,109.0,14.0,0.10562,0.00218,0.44731,0.08348
15,109.0,15.0,0.07954,0.03821,0.76154,0.19247
16,109.0,16.0,0.06601,0.03794,0.60401,0.00848
17,109.0,17.0,0.08747,0.03667,0.76993,0.13283
18,109.0,18.0,0.11885,0.01717,0.33693,0.00258
19,109.0,19.0,0.1114,0.03412,0.28143,0.03162
20,109.0,20.0,0.12327,0.00298,0.16918,0.15456
21,109.0,21.0,0.15493,0.03284,0.95206,0.0198
22,109.0,22.0,0.10708,0.02939,0.68918,0.00268
23,109.0,23.0,0.12931,0.0721,0.76141,0.00885
24,109.0,24.0,0.14571,0.03468,0.15214,0.00323
25,109.0,25.0,0.19701,0.04449,0.09293,0.02462
26,109.0,26.0,0.12298,0.02419,0.53828,0.08542
27,109.0,27.0,0.10055,0.05289,0.68604,0.00276
28,109.0,28.0,0.12154,0.07254,0.29209,0.06459
29,109.0,29.0,0.12421,0.0452,0.00698,0.13432
30,109.0,30.0,0.16698,0.03157,0.13259,0.00502
1,110.0,1.0,0.01903,0.01116,0.12802,0.01168
2,110.0,2.0,0.04011,0.02037,0.21391,0.01117
3,110.0,3.0,0.04243,0.00282,0.08385,0.25408
4,110.0,4.0,0.02143,0.01521,0.98579,0.01236
5,110.0,5.0,0.07733,0.00619,0.14733,0.03036
6,110.0,6.0,0.07549,0.02164,0.65209,0.01643
7,110.0,7.0,0.04771,0.02873,0.9099,0.0849
8,110.0,8.0,0.10585,0.02109,0.88309,0.23255
9,110.0,9.0,0.08166,0.01984,0.96938,0.00329
10,110.0,10.0,0.06782,0.02085,0.77684,0.49518
11,110.0,11.0,0.04717,0.02945,0.57115,0.16524
12,110.0,12.0,0.0253,0.01443,0.26297,0.00599
13,110.0,13.0,0.08751,0.01791,0.56853,0.00941
14,110.0,14.0,0.14491,0.01144,0.19071,0.00356
15,110.0,15.0,0.15974,0.02133,0.96635,0.05126
16,110.0,16.0,0.08262,0.02903,0.06926,0.01385
17,110.0,17.0,0.08875,0.03887,0.29762,0.04932
18,110.0,18.0,0.1192,0.04224,0.01439,0.00673
19,110.0,19.0,0.07025,0.04175,0.11935,0.01138
20,110.0,20.0,0.07463,0.01366,0.07175,0.02702
21,110.0,21.0,0.09959,0.04021,0.32246,0.3047
22,110.0,22.0,0.14454,0.04916,0.7943,0.46125
23,110.0,23.0,0.14433,0.04351,0.38102,0.04983
24,110.0,24.0,0.14536,0.06957,0.1406,0.03816
25,110.0,25.0,0.12057,0.03398,0.67521,0.00863
26,110.0,26.0,0.11462,0.04802,0.51066,0.18013
27,110.0,27.0,0.15356,0.03923,0.70019,0.00478
28,110.0,28.0,0.1969,0.06028,0.14757,0.03578
29,110.0,29.0,0.19454,0.04494,0.38414,0.00625
30,110.0,30.0,0.10719,0.04168,0.67541,0.09402
1,111.0,1.0,0.02966,0.00091,0.66695,0.00521
2,111.0,2.0,0.01004,0.00555,0.2535,0.30437
3,111.0,3.0,0.06191,0.02811,0.85002,0.40464
4,111.0,4.0,0.02863,0.02554,0.07576,0.259
5,111.0,5.0,0.05359,0.00052,0.27234,0.26303
6,111.0,6.0,0.02795,0.02464,0.44102,0.00286
7,111.0,7.0,0.01951,0.01211,0.44539,0.00214
8,111.0,8.0,0.1132,0.01611,0.07467,0.00999
9,111.0,9.0,0.10586,0.02081,0.27726,0.40946
10,111.0,10.0,0.09547,0.03833,0.70558,0.05266
11,111.0,11.0,0.06546,0.03969,0.77079,0.13595
12,111.0,12.0,0.08903,0.02587,0.25959,0.00245
13,111.0,13.0,0.09136,0.03799,0.46785,0.00576
14,111.0,14.0,0.03845,0.00998,0.96013,0.00269
15,111.0,15.0,0.15925,0.02008,0.84906,0.00957
16,111.0,16.0,0.19613,0.03102,0.22649,0.0125
17,111.0,17.0,0.07495,0.04043,0.89187,0.442
18,111.0,18.0,0.1114,0.02913,0.6594,0.06271
19,111.0,19.0,0.08727,0.06445,0.28586,0.01942
20,111.0,20.0,0.17717,0.03732,0.50082,0.04572
21,111.0,21.0,0.14116,0.02875,0.33334,0.03914
22,111.0,22.0,0.14698,0.03222,0.32988,0.12692
23,111.0,23.0,0.11717,0.04274,0.57672,0.00335
24,111.0,24.0,0.05758,0.00878,0.04338,0.0962
25,111.0,25.0,0.17731,0.0526,0.057,0.00479
26,111.0,26.0,0.11946,0.05082,0.78862,0.30058
27,111.0,27.0,0.09253,0.05394,0.90401,0.13978
28,111.0,28.0,0.11481,0.04562,0.58208,0.00202
29,111.0,29.0,0.20378,0.07165,0.93483,0.1401
30,111.0,30.0,0.18307,0.04356,0.4314,0.03653
1,112.0,1.0,0.04443,0.01118,0.36758,0.00669
2,112.0,2.0,0.02951,0.00463,0.12668,0.01109
3,112.0,3.0,0.01851,0.0184,0.9747,0.00294
4,112.0,4.0,0.02203,0.00142,0.54553,0.0781
5,112.0,5.0,0.0516,0.02023,0.2327,0.00482
6,112.0,6.0,0.04427,0.01561,0.59372,0.01484
7,112.0,7.0,0.05129,0.04447,0.13103,0.08259
8,112.0,8.0,0.08349,0.01573,0.32485,0.00905
9,112.0,9.0,0.03622,0.01601,0.07896,0.0182
10,112.0,10.0,0.08933,0.00169,0.20579,0.3845
11,112.0,11.0,0.04882,0.02441,0.80011,0.16112
12,112.0,12.0,0.09018,0.01261,0.00347,0.04399
13,112.0,13.0,0.10255,0.02365,0.89999,0.16101
14,112.0,14.0,0.07855,0.01902,0.0101,0.11274
15,112.0,15.0,0.10251,0.03343,0.36991,0.02814
16,112.0,16.0,0.1039,0.04032,0.00825,0.03849
17,112.0,17.0,0.06854,0.01408,0.76407,0.04503
18,112.0,18.0,0.11971,0.01798,0.78967,0.00585
19,112.0,19.0,0.08436,0.01728,0.58466,0.02349
20,112.0,20.0,0.07859,0.02039,0.40973,0.00273
21,112.0,21.0,0.17643,0.03194,0.45399,0.17595
22,112.0,22.0,0.16693,0.02905,0.11837,0.00208
23,112.0,23.0,0.13212,0.03608,0.509,0.08629
24,112.0,24.0,0.14621,0.03825,0.30949,0.02421
25,112.0,25.0,0.16011,0.02793,0.0495,0.01882
26,112.0,26.0,0.14607,0.07215,0.38044,0.42857
27,112.0,27.0,0.10522,0.02242,0.63562,0.08423
28,112.0,28.0,0.13483,0.02912,0.00948,0.00343
29,112.0,29.0,0.21552,0.05547,0.0184,0.01109
30,112.0,30.0,0.23225,0.05301,0.90034,0.19644
1,113.0,1.0,0.0278,0.01112,0.58874,0.02612
2,113.0,2.0,0.04063,0.01388,0.84257,0.26013
3,113.0,3.0,0.086,0.01864,0.49379,0.25938
4,113.0,4.0,0.05185,0.01771,0.51831,0.27088
5,113.0,5.0,0.04476,0.01232,0.51097,0.12473
6,113.0,6.0,0.06756,0.009,0.99124,0.00236
7,113.0,7.0,0.02075,0.01718,0.99181,0.00335
8,113.0,8.0,0.01945,0.01114,0.34342,0.01248
9,113.0,9.0,0.07119,0.00759,0.03973,0.00598
10,113.0,10.0,0.04288,0.02645,0.40375,0.12339
11,113.0,11.0,0.09319,0.01289,0.30855,0.29134
12,113.0,12.0,0.0297,0.01136,0.01126,0.00565
13,113.0,13.0,0.11384,0.05168,0.28297,0.08359
14,113.0,14.0,0.07701,0.04937,0.0617,0.02188
15,113.0,15.0,0.05183,0.02992,0.43148,0.01278
16,113.0,16.0,0.07845,0.0455,0.83723,0.02654
17,113.0,17.0,0.14634,0.00893,0.36399,0.00498
18,113.0,18.0,0.15999,0.02173,0.58123,0.0843
19,113.0,19.0,0.11164,0.05002,0.05978,0.00327
20,113.0,20.0,0.17691,0.04387,0.60479,0.00288
21,113.0,21.0,0.08438,0.01393,0.69904,0.0651
22,113.0,22.0,0.15211,0.00101,0.91478,0.30525
23,113.0,23.0,0.14388,0.03891,0.62023,0.02208
24,113.0,24.0,0.15939,0.02551,0.37115,0.03522
25,113.0,25.0,0.18618,0.05583,0.5748,0.02335
26,113.0,26.0,0.1659,0.01329,0.60119,0.49088
27,113.0,27.0,0.16914,0.03943,0.88583,0.0234
28,113.0,28.0,0.20011,0.07124,0.41929,0.36587
29,113.0,29.0,0.15961,0.0546,0.17207,0.47939
30,113.0,30.0,0.15569,0.0505,0.538,0.19464
1,114.0,1.0,0.01908,0.00413,0.61129,0.00343
2,114.0,2.0,0.0986,0.02954,0.93551,0.044
3,114.0,3.0,0.05694,0.02624,0.05476,0.08444
4,114.0,4.0,0.05615,0.02273,0.15422,0.004
5,114.0,5.0,0.02582,0.01181,0.64662,0.14149
6,114.0,6.0,0.07083,0.00663,0.33846,0.00245
7,114.0,7.0,0.05886,0.02486,0.13484,0.04938
8,114.0,8.0,0.03422,0.02678,0.86799,0.06157
9,114.0,9.0,0.04264,0.03393,0.58977,0.01453
10,114.0,10.0,0.05593,0.03748,0.0324,0.01516
11,114.0,11.0,0.11569,0.01129,0.64262,0.073
12,114.0,12.0,0.06433,0.01672,0.92919,0.00242
13,114.0,13.0,0.05983,0.01417,0.54355,0.28037
14,114.0,14.0,0.07674,0.01306,0.52311,0.02394
15,114.0,15.0,0.06162,0.04989,0.03611,0.00277
16,114.0,16.0,0.08657,0.03197,0.95447,0.12279
17,114.0,17.0,0.11242,0.02691,0.21971,0.23956
18,114.0,18.0,0.14483,0.02325,0.76954,0.00745
19,114.0,19.0,0.11498,0.03494,0.29424,0.00237
20,114.0,20.0,0.12896,0.02383,0.08938,0.00517
21,114.0,21.0,0.15406,0.03178,0.64259,0.19224
22,114.0,22.0,0.15851,0.04462,0.6659,0.23578
23,114.0,23.0,0.11276,0.03752,0.88245,0.0079
24,114.0,24.0,0.10718,0.0275,0.85021,0.03133
25,114.0,25.0,0.08345,0.05738,0.90199,0.32659
26,114.0,26.0,0.12856,0.0853,0.756,0.07578
27,114.0,27.0,0.17265,0.05488,0.86148,0.049
28,114.0,28.0,0.1341,0.03748,0.74846,0.0698
29,114.0,29.0,0.15842,0.04739,0.68363,0.00596
30,114.0,30.0,0.17986,0.07065,0.67121,0.09971
1,115.0,1.0,0.09169,0.02436,0.72059,0.006
2,115.0,2.0,0.01093,0.00605,0.82588,0.00344
3,115.0,3.0,0.04177,0.01151,0.1727,0.02056
4,115.0,4.0,0.05242,0.0238,0.5492,0.30659
5,115.0,5.0,0.05798,0.02257,0.97283,0.00616
6,115.0,6.0,0.06743,0.0037,0.14408,0.01611
7,115.0,7.0,0.03966,0.02921,0.25097,0.00336
8,115.0,8.0,0.06668,0.0161,0.55867,0.10386
9,115.0,9.0,0.0377,0.03292,0.7172,0.18629
10,115.0,10.0,0.07253,0.00622,0.63316,0.07304
11,115.0,11.0,0.06361,0.00256,0.23799,0.11185
12,115.0,12.0,0.02741,0.02021,0.00739,0.18575
13,115.0,13.0,0.08522,0.00036,0.7303,0.00333
14,115.0,14.0,0.06347,0.00307,0.03735,0.02556
15,115.0,15.0,0.07955,0.02817,0.92164,0.00354
16,115.0,16.0,0.10749,0.01084,0.38625,0.04621
17,115.0,17.0,0.14758,0.02373,0.01122,0.33736
18,115.0,18.0,0.14762,0.0238,0.81552,0.0217
19,115.0,19.0,0.10074,0.03076,0.72077,0.00503
20,115.0,20.0,0.08003,0.04217,0.19944,0.14022
21,115.0,21.0,0.09372,0.00999,0.27176,0.0581
22,115.0,22.0,0.19339,0.02488,0.8591,0.01566
23,115.0,23.0,0.04857,0.03156,0.56809,0.01477
24,115.0,24.0,0.13519,0.0156,0.74248,0.0222
25,115.0,25.0,0.20543,0.03239,0.81807,0.37462
26,115.0,26.0,0.09489,0.04971,0.61207,0.26634
27,115.0,27.0,0.13264,0.04842,0.11623,0.0173
28,115.0,28.0,0.14747,0.04673,0.2782,0.10137
29,115.0,29.0,0.15082,0.01905,0.791,0.00776
30,115.0,30.0,0.16281,0.08104,0.08755,0.01784
1,116.0,1.0,0.05783,0.03295,0.978,0.03625
2,116.0,2.0,0.05757,0.01727,0.47751,0.22884
3,116.0,3.0,0.03869,0.0128,0.77624,0.23894
4,116.0,4.0,0.03133,0.01246,0.19286,0.01183
5,116.0,5.0,0.02414,0.00963,0.01086,0.00751
6,116.0,6.0,0.02301,0.00811,0.49237,0.36705
7,116.0,7.0,0.02342,0.01249,0.66985,0.00598
8,116.0,8.0,0.09265,0.01971,0.51907,0.03647
9,116.0,9.0,0.06443,0.03793,0.04945,0.00228
10,116.0,10.0,0.04485,0.02411,0.15186,0.12581
11,116.0,11.0,0.08786,0.0367,0.93966,0.00261
12,116.0,12.0,0.08732,0.01529,0.40012,0.00705
13,116.0,13.0,0.0702,0.03898,0.74114,0.02583
14,116.0,14.0,0.10426,0.02174,0.1424,0.18582
15,116.0,15.0,0.101,0.03537,0.93834,0.14688
16,116.0,16.0,0.09296,0.06111,0.70241,0.15252
17,116.0,17.0,0.11838,0.02481,0.56922,0.0206
18,116.0,18.0,0.1272,0.00841,0.20883,0.01762
19,116.0,19.0,0.06904,0.02186,0.40544,0.02079
20,116.0,20.0,0.09895,0.04784,0.48557,0.34643
21,116.0,21.0,0.11236,0.01374,0.04868,0.00865
22,116.0,22.0,0.117,0.02216,0.49991,0.31828
23,116.0,23.0,0.139,0.02916,0.19386,0.00958
24,116.0,24.0,0.10903,0.0415,0.97576,0.00569
25,116.0,25.0,0.1303,0.05291,0.139,0.03278
26,116.0,26.0,0.1553,0.04524,0.22993,0.04567
27,116.0,27.0,0.13043,0.05776,0.80464,0.00285
28,116.0,28.0,0.11914,0.04661,0.48722,0.0074
29,116.0,29.0,0.22758,0.05645,0.90657,0.00349
30,116.0,30.0,0.09528,0.05991,0.93358,0.19548
1,117.0,1.0,0.00812,0.00441,0.70651,0.00672
2,117.0,2.0,0.07291,0.00298,0.54839,0.14034
3,117.0,3.0,0.09632,0.02313,0.8102,0.00508
4,117.0,4.0,0.07316,0.03408,0.54804,0.26417
5,117.0,5.0,0.01947,0.0085,0.21547,0.34859
6,117.0,6.0,0.01706,0.00424,0.61873,0.00565
7,117.0,7.0,0.02284,0.01974,0.80654,0.02155
8,117.0,8.0,0.05877,0.02221,0.32764,0.27385
9,117.0,9.0,0.06212,0.00615,0.67648,0.25416
10,117.0,10.0,0.06315,0.02446,0.62709,0.04482
11,117.0,11.0,0.01414,0.00696,0.08387,0.00402
12,117.0,12.0,0.13198,0.03577,0.14139,0.02402
13,117.0,13.0,0.10063,0.01285,0.8208,0.02577
14,117.0,14.0,0.07693,0.0209,0.1132,0.15955
15,117.0,15.0,0.11703,0.03237,0.28865,0.17105
16,117.0,16.0,0.11524,0.02574,0.64355,0.1761
17,117.0,17.0,0.02794,0.02648,0.25839,0.11332
18,117.0,18.0,0.07422,0.03354,0.07761,0.10613
19,117.0,19.0,0.11846,0.0106,0.0856,0.00215
20,117.0,20.0,0.08913,0.0232,0.74457,0.01031
21,117.0,21.0,0.10059,0.00391,0.42164,0.30876
22,117.0,22.0,0.09775,0.04251,0.02877,0.10607
23,117.0,23.0,0.09079,0.05258,0.98924,0.04
24,117.0,24.0,0.05225,0.03223,0.51337,0.16554
25,117.0,25.0,0.17481,0.04459,0.69685,0.13158
26,117.0,26.0,0.18215,0.03296,0.73089,0.093
27,117.0,27.0,0.16698,0.04349,0.30603,0.34142
28,117.0,28.0,0.13565,0.04702,0.72073,0.02875
29,117.0,29.0,0.20055,0.03439,0.52341,0.10707
30,117.0,30.0,0.12771,0.05224,0.15427,0.0269
1,118.0,1.0,0.00951,0.00299,0.29653,0.40149
2,118.0,2.0,0.02416,0.02369,0.19112,0.00371
3,118.0,3.0,0.04283,0.02421,0.99264,0.02875
4,118.0,4.0,0.0367,0.01141,0.32864,0.00297
5,118.0,5.0,0.04284,0.01287,0.54099,0.09482
6,118.0,6.0,0.02895,0.02707,0.48228,0.02651
7,118.0,7.0,0.06443,0.02238,0.29479,0.36282
8,118.0,8.0,0.03261,0.00154,0.88371,0.04165
9,118.0,9.0,0.07468,0.04985,0.33079,0.01514
10,118.0,10.0,0.078,0.02095,0.72147,0.00812
11,118.0,11.0,0.05673,0.04924,0.88271,0.00238
12,118.0,12.0,0.04723,0.03131,0.63667,0.10665
13,118.0,13.0,0.05708,0.01136,0.22757,0.05129
14,118.0,14.0,0.12188,0.02495,0.00661,0.06675
15,118.0,15.0,0.10215,0.03776,0.45145,0.01504
16,118.0,16.0,0.17099,0.04031,0.9417,0.00487
17,118.0,17.0,0.06035,0.05033,0.12147,0.31427
18,118.0,18.0,0.13859,0.01889,0.57127,0.00244
19,118.0,19.0,0.11184,0.06633,0.71144,0.00851
20,118.0,20.0,0.11798,0.05162,0.59492,0.12745
21,118.0,21.0,0.0829,0.03279,0.91481,0.06747
22,118.0,22.0,0.11709,0.06043,0.84495,0.01915
23,118.0,23.0,0.144,0.06147,0.09159,0.11155
24,118.0,24.0,0.20886,0.05564,0.81367,0.02631
25,118.0,25.0,0.17496,0.04487,0.78892,0.00239
26,118.0,26.0,0.08527,0.05157,0.09046,0.00299
27,118.0,27.0,0.12051,0.03668,0.66166,0.01107
28,118.0,28.0,0.19106,0.05807,0.76723,0.04009
29,118.0,29.0,0.13751,0.05503,0.91924,0.27814
30,118.0,30.0,0.18485,0.03734,0.31802,0.42613
1,119.0,1.0,0.0224,0.01014,0.36291,0.01496
2,119.0,2.0,0.01628,0.00475,0.26319,0.01028
3,119.0,3.0,0.04225,0.01194,0.85878,0.0026
4,119.0,4.0,0.07419,0.02271,0.93726,0.04929
5,119.0,5.0,0.02711,0.01609,0.80312,0.0179
6,119.0,6.0,0.05001,0.0183,0.87513,0.12272
7,119.0,7.0,0.05491,0.00917,0.87075,0.15346
8,119.0,8.0,0.03516,0.00355,0.51396,0.11777
9,119.0,9.0,0.0708,0.04954,0.06273,0.12487
10,119.0,10.0,0.02234,0.01999,0.48353,0.02166
11,119.0,11.0,0.10745,0.01634,0.18468,0.02465
12,119.0,12.0,0.08505,0.03392,0.97296,0.00475
13,119.0,13.0,0.09497,0.01226,0.15376,0.01132
14,119.0,14.0,0.08048,0.05443,0.21999,0.02579
15,119.0,15.0,0.07433,0.03268,0.28556,0.00545
16,119.0,16.0,0.04007,0.03116,0.01905,0.01452
17,119.0,17.0,0.08747,0.01726,0.01268,0.23395
18,119.0,18.0,0.11973,0.02101,0.81633,0.08455
19,119.0,19.0,0.10555,0.047,0.53191,0.21558
20,119.0,20.0,0.16825,0.0424,0.6565,0.00412
21,119.0,21.0,0.09455,0.05482,0.28878,0.35813
22,119.0,22.0,0.15808,0.0424,0.82675,0.00361
23,119.0,23.0,0.09651,0.04515,0.15984,0.08042
24,119.0,24.0,0.16243,0.02688,0.88515,0.01681
25,119.0,25.0,0.14872,0.03174,0.62306,0.12696
26,119.0,26.0,0.12504,0.00643,0.03293,0.00613
27,119.0,27.0,0.13197,0.06677,0.75789,0.04044
28,119.0,28.0,0.17747,0.06616,0.40421,0.00932
29,119.0,29.0,0.13408,0.05323,0.62419,0.25088
30,119.0,30.0,0.17331,0.03836,0.88753,0.02581
1,120.0,1.0,0.01679,6e-05,0.79662,0.11323
2,120.0,2.0,0.03681,0.01242,0.48712,0.20128
3,120.0,3.0,0.08393,0.0065,0.38555,0.00806
4,120.0,4.0,0.00863,0.00632,0.43399,0.01365
5,120.0,5.0,0.01504,0.01165,0.48842,0.17163
6,120.0,6.0,0.1079,0.01946,0.12411,0.00327
7,120.0,7.0,0.05128,0.01847,0.33112,0.04595
8,120.0,8.0,0.06151,0.02336,0.86399,0.00245
9,120.0,9.0,0.04371,0.01697,0.76799,0.00452
10,120.0,10.0,0.07276,0.01153,0.90063,0.03368
11,120.0,11.0,0.03405,0.01829,0.60981,0.00531
12,120.0,12.0,0.05564,0.05426,0.81482,0.36337
13,120.0,13.0,0.08117,0.01002,0.93855,0.01197
14,120.0,14.0,0.09796,0.03354,0.38705,0.00539
15,120.0,15.0,0.09746,0.03276,0.07148,0.11648
16,120.0,16.0,0.09264,0.0287,0.48867,0.01606
17,120.0,17.0,0.05787,0.04123,0.67925,0.19916
18,120.0,18.0,0.07719,0.05616,0.02223,0.03078
19,120.0,19.0,0.08936,0.03749,0.42553,0.00276
20,120.0,20.0,0.12287,0.04657,0.64408,0.0349
21,120.0,21.0,0.19625,0.04253,0.07382,0.01016
22,120.0,22.0,0.10026,0.01523,0.88338,0.02559
23,120.0,23.0,0.1271,0.02773,0.45624,0.32065
24,120.0,24.0,0.11936,0.02927,0.74339,0.0048
25,120.0,25.0,0.1907,0.04887,0.82265,0.09564
26,120.0,26.0,0.19575,0.05352,0.26045,0.00335
27,120.0,27.0,0.13419,0.03754,0.7465,0.0137
28,120.0,28.0,0.15496,0.03349,0.48854,0.19156
29,120.0,29.0,0.11096,0.02484,0.59047,0.08548
30,120.0,30.0,0.11254,0.05215,0.1444,0.00388
1,121.0,1.0,0.03842,0.02274,0.16997,0.06636
2,121.0,2.0,0.07371,0.01704,0.51145,0.01018
3,121.0,3.0,0.03778,0.03225,0.06302,0.07046
4,121.0,4.0,0.03348,0.02543,0.37167,0.15635
5,121.0,5.0,0.04834,0.01841,0.88899,0.02588
6,121.0,6.0,0.05562,0.02406,0.15325,0.08944
7,121.0,7.0,0.01753,0.01229,0.00446,0.06149
8,121.0,8.0,0.06358,0.04255,0.25816,0.36362
9,121.0,9.0,0.0531,0.04543,0.66901,0.40984
10,121.0,10.0,0.04495,0.03058,0.5016,0.23914
11,121.0,11.0,0.09027,0.04353,0.5253,0.19068
12,121.0,12.0,0.0798,0.03351,0.09213,0.29997
13,121.0,13.0,0.08977,0.01916,0.47977,0.17753
14,121.0,14.0,0.05799,0.00737,0.46519,0.26049
15,121.0,15.0,0.13081,0.05622,0.90999,0.00685
16,121.0,16.0,0.10997,0.05937,0.66239,0.00586
17,121.0,17.0,0.08138,0.04307,0.13457,0.14442
18,121.0,18.0,0.11214,0.04947,0.17376,0.00272
19,121.0,19.0,0.10305,0.00304,0.27658,0.00742
20,121.0,20.0,0.1767,0.02568,0.58625,0.08399
21,121.0,21.0,0.20527,0.01815,0.29582,0.02571
22,121.0,22.0,0.15539,0.05016,0.76565,0.0494
23,121.0,23.0,0.15136,0.02919,0.99545,0.17403
24,121.0,24.0,0.15729,0.02666,0.49607,0.36507
25,121.0,25.0,0.16685,0.04609,0.28766,0.00301
26,121.0,26.0,0.1189,0.01905,0.09742,0.02343
27,121.0,27.0,0.13503,0.06106,0.3851,0.35776
28,121.0,28.0,0.17151,0.04689,0.69268,0.06712
29,121.0,29.0,0.14855,0.0439,0.23282,0.10305
30,121.0,30.0,0.15441,0.01878,0.5328,0.26131
1,122.0,1.0,0.04342,0.01021,0.89561,0.00568
2,122.0,2.0,0.05858,0.02362,0.40306,0.40827
3,122.0,3.0,0.10991,0.00781,0.29899,0.00293
4,122.0,4.0,0.03848,0.01241,0.32871,0.04757
5,122.0,5.0,0.01584,0.00487,0.00465,0.12314
6,122.0,6.0,0.05605,0.01848,0.1935,0.00921
7,122.0,7.0,0.02443,0.01019,0.41745,0.0193
8,122.0,8.0,0.09535,0.049,0.50641,0.07932
9,122.0,9.0,0.07565,0.01082,0.84965,0.01305
10,122.0,10.0,0.05527,0.00283,0.32918,0.12116
11,122.0,11.0,0.06443,0.00888,0.93417,0.02816
12,122.0,12.0,0.0767,0.02467,0.64037,0.00509
13,122.0,13.0,0.09946,0.03479,0.61544,0.0791
14,122.0,14.0,0.098,0.03366,0.2043,0.17908
15,122.0,15.0,0.10949,0.01355,0.1788,0.00833
16,122.0,16.0,0.14394,0.02694,0.94488,0.07277
17,122.0,17.0,0.08574,0.04812,0.12973,0.0496
18,122.0,18.0,0.09722,0.02484,0.80703,0.01231
19,122.0,19.0,0.1407,0.02681,0.54421,0.02403
20,122.0,20.0,0.10277,0.04882,0.36309,0.00401
21,122.0,21.0,0.09962,0.02225,0.17111,0.11997
22,122.0,22.0,0.09967,0.03053,0.97842,0.00308
23,122.0,23.0,0.14949,0.02598,0.25289,0.19814
24,122.0,24.0,0.12385,0.04238,0.26499,0.01633
25,122.0,25.0,0.13108,0.01957,0.2756,0.11165
26,122.0,26.0,0.15053,0.04902,0.31098,0.10763
27,122.0,27.0,0.11074,0.03802,0.34619,0.00522
28,122.0,28.0,0.12605,0.06271,0.73367,0.02447
29,122.0,29.0,0.13212,0.04522,0.68232,0.00218
30,122.0,30.0,0.21622,0.04394,0.23064,0.01565
1,123.0,1.0,0.05126,0.0256,0.00408,0.01906
2,123.0,2.0,0.01283,0.0094,0.87083,0.03185
3,123.0,3.0,0.10034,0.03804,0.51696,0.07353
4,123.0,4.0,0.02164,0.00552,0.12917,0.35294
5,123.0,5.0,0.08987,0.00387,0.45241,0.34965
6,123.0,6.0,0.01376,0.00586,0.6917,0.10335
7,123.0,7.0,0.11321,0.01109,0.33734,0.17169
8,123.0,8.0,0.09071,0.05781,0.46438,0.40067
9,123.0,9.0,0.06161,0.02387,0.12009,0.17041
10,123.0,10.0,0.09203,0.02353,0.47121,0.46755
11,123.0,11.0,0.10516,0.01057,0.71009,0.23113
12,123.0,12.0,0.12069,0.02538,0.38614,0.00756
13,123.0,13.0,0.09204,0.03355,0.96019,0.15429
14,123.0,14.0,0.0709,0.03255,0.36654,0.00741
15,123.0,15.0,0.12746,0.02065,0.67939,0.01212
16,123.0,16.0,0.0861,0.0136,0.99215,0.49381
17,123.0,17.0,0.15043,0.03533,0.02099,0.06784
18,123.0,18.0,0.08275,0.01301,0.1303,0.00239
19,123.0,19.0,0.15027,0.03965,0.95363,0.31119
20,123.0,20.0,0.12632,0.04199,0.50393,0.03374
