,n_com,I,C,M,R,L
10,590.0,10.0,0.16689,0.04663,0.01367,0.07603
1,591.0,1.0,0.05402,0.0131,0.66675,0.01829
2,591.0,2.0,0.09137,0.00693,0.48603,0.24912
3,591.0,3.0,0.04512,0.01847,0.96931,0.00358
4,591.0,4.0,0.09609,0.02308,0.47002,0.0027
5,591.0,5.0,0.07855,0.0366,0.07938,0.02289
6,591.0,6.0,0.04206,0.02084,0.33257,0.01568
7,591.0,7.0,0.11389,0.0295,0.96027,0.01927
8,591.0,8.0,0.10651,0.05151,0.81589,0.01069
9,591.0,9.0,0.1208,0.02578,0.39918,0.08971
10,591.0,10.0,0.15436,0.04276,0.45387,0.0256
1,592.0,1.0,0.02974,0.01151,0.52027,0.26681
2,592.0,2.0,0.00673,0.00161,0.31844,0.01511
3,592.0,3.0,0.03629,0.02036,0.31181,0.0188
4,592.0,4.0,0.06895,0.03302,0.49068,0.00868
5,592.0,5.0,0.07751,0.0163,0.23945,0.10344
6,592.0,6.0,0.10507,0.03914,0.50766,0.00488
7,592.0,7.0,0.11748,0.0354,0.0987,0.008
8,592.0,8.0,0.189,0.02012,0.00184,0.00596
9,592.0,9.0,0.17632,0.06413,0.21982,0.07357
10,592.0,10.0,0.22656,0.06435,0.69314,0.00213
1,593.0,1.0,0.06777,0.01124,0.09305,0.13166
2,593.0,2.0,0.12108,0.00509,0.72722,0.18301
3,593.0,3.0,0.03759,0.03681,0.07796,0.02237
4,593.0,4.0,0.12172,0.03037,0.52611,0.09246
5,593.0,5.0,0.09553,0.02667,0.21697,0.17753
6,593.0,6.0,0.09513,0.03521,0.77556,0.46932
7,593.0,7.0,0.12191,0.036,0.08116,0.28009
8,593.0,8.0,0.1139,0.05403,0.027,0.20153
9,593.0,9.0,0.15171,0.0461,0.09038,0.00379
10,593.0,10.0,0.16905,0.03956,0.34698,0.22234
1,594.0,1.0,0.05983,0.01341,0.04077,0.18027
2,594.0,2.0,0.01428,0.00553,0.64722,0.24624
3,594.0,3.0,0.0373,0.0074,0.76291,0.01497
4,594.0,4.0,0.08356,0.05881,0.15521,0.01674
5,594.0,5.0,0.15423,0.02342,0.68358,0.00626
6,594.0,6.0,0.06737,0.02186,0.13438,0.02693
7,594.0,7.0,0.12351,0.02654,0.63397,0.03979
8,594.0,8.0,0.11603,0.07034,0.89418,0.07603
9,594.0,9.0,0.17091,0.04018,0.81835,0.02038
10,594.0,10.0,0.19665,0.03794,0.63871,0.01713
1,595.0,1.0,0.02283,0.01899,0.9183,0.00219
2,595.0,2.0,0.06172,0.01862,0.4193,0.36902
3,595.0,3.0,0.07546,0.04628,0.05383,0.12078
4,595.0,4.0,0.0361,0.00279,0.09498,0.00886
5,595.0,5.0,0.08653,0.03094,0.95273,0.01941
6,595.0,6.0,0.09585,0.00058,0.65747,0.00815
7,595.0,7.0,0.10689,0.02589,0.95111,0.46832
8,595.0,8.0,0.11373,0.05414,0.55596,0.17965
9,595.0,9.0,0.16973,0.04142,0.4243,0.06766
10,595.0,10.0,0.19875,0.04503,0.58558,0.01183
1,596.0,1.0,0.00709,0.0025,0.39069,0.26342
2,596.0,2.0,0.09008,0.00644,0.67809,0.00443
3,596.0,3.0,0.047,0.03274,0.90532,0.14599
4,596.0,4.0,0.0608,0.0195,0.27336,0.07232
5,596.0,5.0,0.04701,0.01794,0.61003,0.02531
6,596.0,6.0,0.13873,0.03159,0.32981,0.00365
7,596.0,7.0,0.16226,0.04811,0.17998,0.13302
8,596.0,8.0,0.11445,0.0488,0.19218,0.20963
9,596.0,9.0,0.18627,0.08545,0.70406,0.04562
10,596.0,10.0,0.14727,0.05361,0.77476,0.03016
1,597.0,1.0,0.09357,0.01881,0.90182,0.08183
2,597.0,2.0,0.07144,0.02739,0.48144,0.43665
3,597.0,3.0,0.08408,0.01399,0.09963,0.00314
4,597.0,4.0,0.10305,0.01926,0.60028,0.03481
5,597.0,5.0,0.05551,0.02587,0.67094,0.03719
6,597.0,6.0,0.06684,0.03802,0.16787,0.42284
7,597.0,7.0,0.13663,0.05504,0.56409,0.0058
8,597.0,8.0,0.13142,0.06221,0.8911,0.20754
9,597.0,9.0,0.1313,0.0566,0.6472,0.00346
10,597.0,10.0,0.17219,0.0474,0.35431,0.1398
1,598.0,1.0,0.02769,0.02279,0.11462,0.33736
2,598.0,2.0,0.06058,0.03184,0.88863,0.14057
3,598.0,3.0,0.07488,0.00917,0.26234,0.38457
4,598.0,4.0,0.03667,0.0192,0.37029,0.00255
5,598.0,5.0,0.08038,0.0295,0.26732,0.25332
6,598.0,6.0,0.13497,0.03667,0.55998,0.3408
7,598.0,7.0,0.0699,0.03022,0.09603,0.03907
8,598.0,8.0,0.15389,0.03857,0.97024,0.09062
9,598.0,9.0,0.14921,0.03201,0.94288,0.07408
10,598.0,10.0,0.14765,0.02359,0.18314,0.37312
1,599.0,1.0,0.03774,0.00638,0.73244,0.03007
2,599.0,2.0,0.03739,0.02671,0.23427,0.01789
3,599.0,3.0,0.01502,0.00267,0.81646,0.03378
4,599.0,4.0,0.05,0.03961,0.60808,0.307
5,599.0,5.0,0.08819,0.04314,0.95797,0.04548
6,599.0,6.0,0.11455,0.04492,0.97315,0.19628
7,599.0,7.0,0.10759,0.04122,0.36286,0.01211
8,599.0,8.0,0.15893,0.04118,0.3322,0.17972
9,599.0,9.0,0.13625,0.01539,0.00355,0.32795
10,599.0,10.0,0.11726,0.03982,0.25173,0.04937
1,600.0,1.0,0.05866,0.00509,0.31793,0.03849
2,600.0,2.0,0.07746,0.00852,0.24524,0.00408
3,600.0,3.0,0.04456,0.01346,0.15244,0.00389
4,600.0,4.0,0.11704,0.0046,0.92075,0.00247
5,600.0,5.0,0.07243,0.03255,0.463,0.00772
6,600.0,6.0,0.17969,0.01999,0.70569,0.02268
7,600.0,7.0,0.10488,0.01773,0.9776,0.41949
8,600.0,8.0,0.2168,0.05969,0.04912,0.05708
9,600.0,9.0,0.20211,0.02895,0.12803,0.23981
10,600.0,10.0,0.09633,0.04794,0.60161,0.00586
1,601.0,1.0,0.0239,0.0101,0.33537,0.1042
2,601.0,2.0,0.02089,0.00479,0.09433,0.00341
3,601.0,3.0,0.11816,0.01155,0.45939,0.00564
4,601.0,4.0,0.05901,0.03837,0.61011,0.48709
5,601.0,5.0,0.12366,0.01785,0.2783,0.00402
6,601.0,6.0,0.0766,0.02711,0.20006,0.13001
7,601.0,7.0,0.12696,0.02516,0.77995,0.00645
8,601.0,8.0,0.11396,0.0731,0.71028,0.13882
9,601.0,9.0,0.17906,0.07886,0.53626,0.00358
10,601.0,10.0,0.1364,0.03205,0.17489,0.19891
1,602.0,1.0,0.05389,0.02425,0.3329,0.05304
2,602.0,2.0,0.01586,0.00661,0.65689,0.00495
3,602.0,3.0,0.0472,0.01842,0.22523,0.00526
4,602.0,4.0,0.13791,0.02459,0.15078,0.00396
5,602.0,5.0,0.04571,0.00551,0.66305,0.01382
6,602.0,6.0,0.13597,0.04365,0.94175,0.00639
7,602.0,7.0,0.07253,0.02647,0.88273,0.00966
8,602.0,8.0,0.15599,0.02975,0.93583,0.14709
9,602.0,9.0,0.23052,0.06306,0.79374,0.14224
10,602.0,10.0,0.1379,0.03562,0.88095,0.01914
1,603.0,1.0,0.06373,0.0224,0.22102,0.01755
2,603.0,2.0,0.02597,0.00105,0.44775,0.0533
3,603.0,3.0,0.0608,0.03901,0.19382,0.0329
4,603.0,4.0,0.05485,0.01703,0.30953,0.28582
5,603.0,5.0,0.07343,0.02127,0.37788,0.2556
6,603.0,6.0,0.08077,0.02695,0.95722,0.10381
7,603.0,7.0,0.15529,0.04842,0.39604,0.06509
8,603.0,8.0,0.13463,0.04422,0.14516,0.01329
9,603.0,9.0,0.21336,0.04794,0.93807,0.05861
10,603.0,10.0,0.17365,0.02712,0.91413,0.48965
1,604.0,1.0,0.06048,0.02106,0.22728,0.20022
2,604.0,2.0,0.03865,0.01707,0.82524,0.00281
3,604.0,3.0,0.07149,0.02641,0.16915,0.00435
4,604.0,4.0,0.09096,0.00621,0.1765,0.02074
5,604.0,5.0,0.0691,0.03984,0.28558,0.07464
6,604.0,6.0,0.07661,0.0125,0.52585,0.00706
7,604.0,7.0,0.07879,0.05379,0.83262,0.14658
8,604.0,8.0,0.094,0.05503,0.86628,0.00609
9,604.0,9.0,0.16576,0.02698,0.5991,0.00371
10,604.0,10.0,0.13898,0.03621,0.50198,0.01083
1,605.0,1.0,0.05927,0.01059,0.26407,0.33563
2,605.0,2.0,0.0118,0.01176,0.75625,0.01224
3,605.0,3.0,0.05827,0.03227,0.5653,0.39562
4,605.0,4.0,0.12513,0.00016,0.57038,0.01091
5,605.0,5.0,0.07935,0.03004,0.69855,0.00258
6,605.0,6.0,0.11674,0.03114,0.59458,0.00242
7,605.0,7.0,0.10004,0.04559,0.34248,0.00277
8,605.0,8.0,0.11475,0.08323,0.3128,0.00704
9,605.0,9.0,0.2504,0.03425,0.04825,0.008
10,605.0,10.0,0.17571,0.05525,0.89078,0.00364
1,606.0,1.0,0.03536,0.01918,0.36176,0.029
2,606.0,2.0,0.06653,0.02838,0.80484,0.0021
3,606.0,3.0,0.02721,0.0238,0.78614,0.11881
4,606.0,4.0,0.07828,0.00229,0.08658,0.00858
5,606.0,5.0,0.0433,0.0238,0.1499,0.00314
6,606.0,6.0,0.0861,0.03242,0.87139,0.01906
7,606.0,7.0,0.07629,0.02432,0.75869,0.10517
8,606.0,8.0,0.12937,0.02469,0.09511,0.00964
9,606.0,9.0,0.14422,0.02458,0.18922,0.46937
10,606.0,10.0,0.199,0.01933,0.56666,0.00534
1,607.0,1.0,0.02342,0.00617,0.78636,0.00569
2,607.0,2.0,0.02011,0.00182,0.43985,0.00533
3,607.0,3.0,0.04534,0.00334,0.02864,0.15173
4,607.0,4.0,0.11942,0.01107,0.4659,0.00379
5,607.0,5.0,0.1193,0.02348,0.46209,0.03614
6,607.0,6.0,0.13493,0.00725,0.41147,0.47422
7,607.0,7.0,0.12765,0.06276,0.53688,0.04222
8,607.0,8.0,0.16794,0.03593,0.08062,0.46542
9,607.0,9.0,0.13058,0.05151,0.64595,0.00442
10,607.0,10.0,0.12247,0.04911,0.03762,0.01291
1,608.0,1.0,0.0585,0.00166,0.44091,0.1826
2,608.0,2.0,0.03252,0.02655,0.68512,0.174
3,608.0,3.0,0.07713,0.02154,0.09359,0.01495
4,608.0,4.0,0.07317,0.04021,0.89175,0.42559
5,608.0,5.0,0.06072,0.00085,0.48904,0.01248
6,608.0,6.0,0.10842,0.03783,0.23087,0.08599
7,608.0,7.0,0.16282,0.02565,0.37487,0.35278
8,608.0,8.0,0.10042,0.03644,0.77035,0.02888
9,608.0,9.0,0.14243,0.04561,0.24689,0.03083
10,608.0,10.0,0.15147,0.03928,0.52452,0.0041
1,609.0,1.0,0.03863,0.01601,0.1406,0.0031
2,609.0,2.0,0.04316,0.01605,0.73797,0.25015
3,609.0,3.0,0.06931,0.01307,0.82714,0.01786
4,609.0,4.0,0.06865,0.01412,0.50822,0.09856
5,609.0,5.0,0.04358,0.00453,0.49756,0.00216
6,609.0,6.0,0.16999,0.02607,0.75677,0.01721
7,609.0,7.0,0.07787,0.03772,0.57073,0.22092
8,609.0,8.0,0.18695,0.05378,0.64304,0.0157
9,609.0,9.0,0.19912,0.05181,0.04084,0.00479
10,609.0,10.0,0.11207,0.06112,0.19446,0.21208
1,610.0,1.0,0.03065,0.00362,0.22637,0.02196
2,610.0,2.0,0.09102,0.01496,0.14882,0.23949
3,610.0,3.0,0.03962,0.01405,0.70858,0.00207
4,610.0,4.0,0.03143,0.02073,0.26148,0.00668
5,610.0,5.0,0.09631,0.04989,0.41798,0.05294
6,610.0,6.0,0.07109,0.03084,0.42962,0.23549
7,610.0,7.0,0.04431,0.0229,0.09802,0.03153
8,610.0,8.0,0.18262,0.03873,0.58061,0.00335
9,610.0,9.0,0.09537,0.0219,0.53874,0.00235
10,610.0,10.0,0.15569,0.05131,0.82251,0.03107
1,611.0,1.0,0.07289,0.02625,0.98779,0.04339
2,611.0,2.0,0.0323,0.00956,0.18762,0.49958
3,611.0,3.0,0.06497,0.00621,0.24344,0.01241
4,611.0,4.0,0.06282,0.01766,0.20949,0.03788
5,611.0,5.0,0.08541,0.0083,0.58312,0.0438
6,611.0,6.0,0.12031,0.05221,0.05007,0.00881
7,611.0,7.0,0.09037,0.04195,0.80825,0.01194
8,611.0,8.0,0.14187,0.03484,0.80003,0.00751
9,611.0,9.0,0.13943,0.05474,0.25922,0.2621
10,611.0,10.0,0.17337,0.06275,0.76601,0.27411
1,612.0,1.0,0.05505,0.00233,0.89028,0.18368
2,612.0,2.0,0.05622,0.00632,0.29194,0.01434
3,612.0,3.0,0.05822,0.01874,0.36663,0.00983
4,612.0,4.0,0.09561,0.01851,0.63121,0.03557
5,612.0,5.0,0.04559,0.02413,0.85081,0.00276
6,612.0,6.0,0.07487,0.04904,0.74789,0.07471
7,612.0,7.0,0.13622,0.04491,0.12173,0.01741
8,612.0,8.0,0.12294,0.06305,0.36478,0.0949
9,612.0,9.0,0.16774,0.02592,0.45658,0.01806
10,612.0,10.0,0.2021,0.03054,0.82468,0.05799
1,613.0,1.0,0.03961,0.02996,0.02728,0.01845
2,613.0,2.0,0.07898,0.01128,0.35921,0.10565
3,613.0,3.0,0.05418,0.01639,0.25392,0.01058
4,613.0,4.0,0.05018,0.03447,0.30111,0.00254
5,613.0,5.0,0.06437,0.04102,0.59297,0.16227
6,613.0,6.0,0.06555,0.04729,0.49596,0.18992
7,613.0,7.0,0.08742,0.04671,0.70653,0.02824
8,613.0,8.0,0.0784,0.02346,0.27865,0.02106
9,613.0,9.0,0.13393,0.02204,0.43555,0.01698
10,613.0,10.0,0.14418,0.05752,0.55553,0.4814
1,614.0,1.0,0.0334,0.02032,0.88986,0.13453
2,614.0,2.0,0.03193,0.02737,0.17597,0.01899
3,614.0,3.0,0.02942,0.01178,0.58338,0.26544
4,614.0,4.0,0.0723,0.01666,0.85011,0.00536
5,614.0,5.0,0.0628,0.00922,0.54484,0.16684
6,614.0,6.0,0.10552,0.02176,0.2085,0.19808
7,614.0,7.0,0.12134,0.06188,0.22316,0.02622
8,614.0,8.0,0.14355,0.05153,0.12092,0.34215
9,614.0,9.0,0.11142,0.04341,0.80325,0.35236
10,614.0,10.0,0.16922,0.06326,0.98822,0.00271
1,615.0,1.0,0.03948,0.02025,0.93204,0.00368
2,615.0,2.0,0.0661,0.03699,0.23643,0.0036
3,615.0,3.0,0.08636,0.0224,0.32534,0.01324
4,615.0,4.0,0.10075,0.03756,0.46382,0.27706
5,615.0,5.0,0.07623,0.02123,0.51327,0.07247
6,615.0,6.0,0.07129,0.04945,0.56728,0.00281
7,615.0,7.0,0.12807,0.00021,0.43989,0.03325
8,615.0,8.0,0.12971,0.04779,0.96023,0.36596
9,615.0,9.0,0.13046,0.04295,0.60279,0.18808
10,615.0,10.0,0.13846,0.05828,0.0576,0.02234
1,616.0,1.0,0.03209,0.00734,0.79205,0.01888
2,616.0,2.0,0.05849,0.01812,0.83793,0.24771
3,616.0,3.0,0.06649,0.00062,0.90927,0.00408
4,616.0,4.0,0.09407,0.01442,0.46468,0.03769
5,616.0,5.0,0.10279,0.02806,0.3951,0.0501
6,616.0,6.0,0.11822,0.04975,0.61583,0.01323
7,616.0,7.0,0.10804,0.04106,0.25572,0.47289
8,616.0,8.0,0.11894,0.04786,0.63387,0.35366
9,616.0,9.0,0.17987,0.03073,0.24998,0.03079
10,616.0,10.0,0.1919,0.05891,0.12764,0.01748
1,617.0,1.0,0.01803,0.01313,0.11916,0.20422
2,617.0,2.0,0.04888,0.04034,0.7329,0.0096
3,617.0,3.0,0.10536,0.01914,0.9071,0.01545
4,617.0,4.0,0.01868,0.00675,0.24416,0.20101
5,617.0,5.0,0.10905,0.02297,0.17027,0.02868
6,617.0,6.0,0.10125,0.01903,0.93083,0.34732
7,617.0,7.0,0.10725,0.04582,0.09809,0.0049
8,617.0,8.0,0.19056,0.0358,0.07129,0.00309
9,617.0,9.0,0.11836,0.0366,0.40789,0.16792
10,617.0,10.0,0.13692,0.05799,0.47299,0.05393
1,618.0,1.0,0.00914,0.00598,0.32575,0.04104
2,618.0,2.0,0.06888,0.00752,0.83508,0.02554
3,618.0,3.0,0.06215,0.01206,0.53689,0.00491
4,618.0,4.0,0.13039,0.01206,0.30899,0.27007
5,618.0,5.0,0.09753,0.02626,0.96053,0.01275
6,618.0,6.0,0.0986,0.03557,0.76217,0.10309
7,618.0,7.0,0.10181,0.00882,0.11825,0.02234
8,618.0,8.0,0.20696,0.04476,0.55428,0.02665
9,618.0,9.0,0.14992,0.02256,0.32526,0.00861
10,618.0,10.0,0.17901,0.07652,0.12677,0.00563
1,619.0,1.0,0.06227,0.01378,0.90012,0.01901
2,619.0,2.0,0.04724,0.01172,0.9582,0.12483
3,619.0,3.0,0.07728,0.0331,0.31695,0.00646
4,619.0,4.0,0.07119,0.02841,0.44126,0.00997
5,619.0,5.0,0.06824,0.0337,0.49856,0.00632
6,619.0,6.0,0.08397,0.0155,0.95334,0.00464
7,619.0,7.0,0.15143,0.0297,0.60369,0.11859
8,619.0,8.0,0.13481,0.05053,0.92295,0.01287
9,619.0,9.0,0.13649,0.02898,0.62805,0.00221
10,619.0,10.0,0.13372,0.04098,0.45738,0.03525
1,620.0,1.0,0.01905,0.01226,0.16382,0.00376
2,620.0,2.0,0.0183,0.01769,0.07032,0.02182
3,620.0,3.0,0.07004,0.00649,0.14479,0.11953
4,620.0,4.0,0.06904,0.03147,0.23621,0.01448
5,620.0,5.0,0.12638,0.04665,0.17038,0.10503
6,620.0,6.0,0.08414,0.01369,0.33448,0.05805
7,620.0,7.0,0.09049,0.03706,0.83314,0.0176
8,620.0,8.0,0.07194,0.00937,0.58129,0.1072
9,620.0,9.0,0.1038,0.04442,0.04179,0.00303
10,620.0,10.0,0.16186,0.05271,0.77522,0.04198
1,621.0,1.0,0.05432,0.01706,0.33508,0.00216
2,621.0,2.0,0.01941,0.01394,0.11995,0.19856
3,621.0,3.0,0.08873,0.00376,0.00279,0.03458
4,621.0,4.0,0.02581,0.01516,0.94682,0.00854
5,621.0,5.0,0.10712,0.03032,0.41613,0.04431
6,621.0,6.0,0.05462,0.05054,0.93898,0.00691
7,621.0,7.0,0.1043,0.01221,0.65388,0.05664
8,621.0,8.0,0.09672,0.08045,0.45863,0.02496
9,621.0,9.0,0.15107,0.0572,0.7787,0.04964
10,621.0,10.0,0.16815,0.04367,0.0522,0.00436
1,622.0,1.0,0.06611,0.00776,0.33101,0.01454
2,622.0,2.0,0.07508,0.02287,0.57697,0.04063
3,622.0,3.0,0.08512,0.02414,0.11838,0.0758
4,622.0,4.0,0.03054,0.02415,0.26638,0.10884
5,622.0,5.0,0.07491,0.01589,0.7811,0.00208
6,622.0,6.0,0.13716,0.0021,0.59419,0.00551
7,622.0,7.0,0.11495,0.05152,0.31575,0.00203
8,622.0,8.0,0.17078,0.025,0.59326,0.11884
9,622.0,9.0,0.12998,0.03844,0.23198,0.02112
10,622.0,10.0,0.10911,0.0511,0.7214,0.09542
1,623.0,1.0,0.03968,0.01801,0.57146,0.06292
2,623.0,2.0,0.02487,0.00403,0.47225,0.01619
3,623.0,3.0,0.03524,0.0117,0.96537,0.02487
4,623.0,4.0,0.10233,0.04576,0.40001,0.03004
5,623.0,5.0,0.05955,0.03344,0.40001,0.34323
6,623.0,6.0,0.07974,0.00708,0.27102,0.07727
7,623.0,7.0,0.14563,0.01681,0.16225,0.00298
8,623.0,8.0,0.13659,0.05466,0.3047,0.0335
9,623.0,9.0,0.15781,0.04681,0.16304,0.01064
10,623.0,10.0,0.14454,0.0513,0.42633,0.01772
1,624.0,1.0,0.01198,0.00443,0.35506,0.12901
2,624.0,2.0,0.06873,0.01972,0.17442,0.03505
3,624.0,3.0,0.10368,0.01599,0.65471,0.07967
4,624.0,4.0,0.04069,0.00287,0.51552,0.00237
5,624.0,5.0,0.05751,0.02093,0.6683,0.35956
6,624.0,6.0,0.12476,0.05576,0.73376,0.00893
7,624.0,7.0,0.07692,0.01759,0.41633,0.02148
8,624.0,8.0,0.12633,0.04611,0.8407,0.00403
9,624.0,9.0,0.14476,0.01866,0.73047,0.31608
10,624.0,10.0,0.16415,0.05797,0.94344,0.02676
1,625.0,1.0,0.02206,0.00594,0.23527,0.00235
2,625.0,2.0,0.03028,0.02137,0.60454,0.04356
3,625.0,3.0,0.07008,0.02088,0.7122,0.00388
4,625.0,4.0,0.08635,0.02591,0.99609,0.01771
5,625.0,5.0,0.08255,0.03089,0.00244,0.34369
6,625.0,6.0,0.03195,0.01574,0.9387,0.26666
7,625.0,7.0,0.13481,0.03308,0.85866,0.38701
8,625.0,8.0,0.12586,0.04539,0.74692,0.00838
9,625.0,9.0,0.17166,0.05061,0.45258,0.12855
10,625.0,10.0,0.16852,0.06182,0.8514,0.0042
1,626.0,1.0,0.06185,0.02634,0.93545,0.12099
2,626.0,2.0,0.12309,0.00363,0.50003,0.00202
3,626.0,3.0,0.04248,0.03651,0.0247,0.36101
4,626.0,4.0,0.09958,0.02723,0.29895,0.03855
5,626.0,5.0,0.13347,0.01478,0.31577,0.01693
6,626.0,6.0,0.02901,0.02539,0.63809,0.01121
7,626.0,7.0,0.15028,0.01491,0.37161,0.0133
8,626.0,8.0,0.1394,0.02629,0.34262,0.02226
9,626.0,9.0,0.13939,0.05298,0.71794,0.00918
10,626.0,10.0,0.08441,0.05875,0.6035,0.14644
1,627.0,1.0,0.03907,0.00324,0.28215,0.00264
2,627.0,2.0,0.07999,0.01519,0.5028,0.00257
3,627.0,3.0,0.08677,0.02251,0.86697,0.0149
4,627.0,4.0,0.12757,0.0211,0.0895,0.01245
5,627.0,5.0,0.07403,0.03978,0.53302,0.06068
6,627.0,6.0,0.06842,0.02995,0.30255,0.0166
7,627.0,7.0,0.10611,0.05867,0.20448,0.01018
8,627.0,8.0,0.16859,0.03091,0.75133,0.00243
9,627.0,9.0,0.19198,0.06864,0.49083,0.00545
10,627.0,10.0,0.14282,0.06048,0.23882,0.00849
1,628.0,1.0,0.0249,0.00153,0.94478,0.03892
2,628.0,2.0,0.05791,0.01428,0.20314,0.00661
3,628.0,3.0,0.0775,0.03229,0.03032,0.0038
4,628.0,4.0,0.10229,0.05522,0.95657,0.25581
5,628.0,5.0,0.08514,0.03209,0.04088,0.01328
6,628.0,6.0,0.07844,0.01382,0.20588,0.30144
7,628.0,7.0,0.16823,0.03914,0.57972,0.0114
8,628.0,8.0,0.12322,0.01824,0.43269,0.06555
9,628.0,9.0,0.10702,0.04499,0.41361,0.00238
10,628.0,10.0,0.15476,0.04884,0.30438,0.34541
1,629.0,1.0,0.03467,0.00407,0.86166,0.03
2,629.0,2.0,0.06451,0.00717,0.14066,0.01608
3,629.0,3.0,0.03965,0.02628,0.35029,0.02849
4,629.0,4.0,0.09935,0.02778,0.12057,0.25136
5,629.0,5.0,0.04973,0.02916,0.71475,0.02289
6,629.0,6.0,0.10649,0.04905,0.47012,0.03534
7,629.0,7.0,0.10868,0.02504,0.26633,0.2779
8,629.0,8.0,0.19861,0.04071,0.44675,0.01877
9,629.0,9.0,0.19198,0.0522,0.89425,0.0125
10,629.0,10.0,0.17928,0.0505,0.39274,0.00694
1,630.0,1.0,0.05119,0.0312,0.89969,0.11579
2,630.0,2.0,0.08138,0.02873,0.52122,0.11274
3,630.0,3.0,0.08172,0.00613,0.45473,0.10959
4,630.0,4.0,0.03424,0.00669,0.91718,0.36768
5,630.0,5.0,0.09626,0.04204,0.85818,0.02966
6,630.0,6.0,0.06404,0.01275,0.16806,0.02312
7,630.0,7.0,0.08356,0.03199,0.56075,0.00284
8,630.0,8.0,0.11649,0.04765,0.76729,0.34821
9,630.0,9.0,0.10957,0.03418,0.16465,0.01144
10,630.0,10.0,0.17735,0.04816,0.92252,0.00395
1,631.0,1.0,0.03735,0.0088,0.48049,0.02132
2,631.0,2.0,0.08804,0.00234,0.29201,0.01589
3,631.0,3.0,0.04062,0.03328,0.59515,0.02367
4,631.0,4.0,0.06442,0.01251,0.90339,0.03192
5,631.0,5.0,0.09231,0.03025,0.80288,0.01024
6,631.0,6.0,0.10744,0.03988,0.0782,0.01741
7,631.0,7.0,0.11937,0.04157,0.85379,0.4104
8,631.0,8.0,0.10932,0.04984,0.54966,0.00976
9,631.0,9.0,0.19328,0.0349,0.92163,0.22092
10,631.0,10.0,0.1674,0.02274,0.9695,0.00324
1,632.0,1.0,0.02423,0.00422,0.62916,0.01615
2,632.0,2.0,0.0275,0.00111,0.40052,0.0094
3,632.0,3.0,0.04375,0.00939,0.30261,0.00296
4,632.0,4.0,0.0549,0.02758,0.16184,0.00784
5,632.0,5.0,0.0358,0.01773,0.11175,0.00329
6,632.0,6.0,0.08324,0.01858,0.89882,0.02589
7,632.0,7.0,0.08081,0.01757,0.89484,0.14383
8,632.0,8.0,0.10312,0.04644,0.91806,0.30726
9,632.0,9.0,0.09171,0.05514,0.3178,0.27347
10,632.0,10.0,0.16388,0.06351,0.06191,0.00574
1,633.0,1.0,0.04414,0.00845,0.81906,0.0046
2,633.0,2.0,0.03781,0.00496,0.79291,0.30205
3,633.0,3.0,0.04824,0.00309,0.99144,0.14356
4,633.0,4.0,0.11224,0.02602,0.33177,0.03487
5,633.0,5.0,0.09538,0.03162,0.45199,0.00985
6,633.0,6.0,0.05244,0.03049,0.65005,0.01333
7,633.0,7.0,0.11453,0.04173,0.52416,0.00516
8,633.0,8.0,0.19364,0.00273,0.96463,0.02875
9,633.0,9.0,0.10729,0.04536,0.60387,0.01472
10,633.0,10.0,0.1874,0.07932,0.38172,0.0059
1,634.0,1.0,0.04297,0.01433,0.20187,0.00293
2,634.0,2.0,0.01266,0.00887,0.72116,0.00315
3,634.0,3.0,0.071,0.02578,0.26411,0.18202
4,634.0,4.0,0.04999,0.01863,0.01984,0.04683
5,634.0,5.0,0.09366,0.02639,0.66462,0.04445
6,634.0,6.0,0.09755,0.04153,0.25534,0.03275
7,634.0,7.0,0.14855,0.04174,0.33466,0.00276
8,634.0,8.0,0.15711,0.00186,0.13225,0.00213
9,634.0,9.0,0.14121,0.0182,0.28265,0.09964
10,634.0,10.0,0.20117,0.03263,0.15894,0.0641
1,635.0,1.0,0.0602,0.00439,0.70263,0.01413
2,635.0,2.0,0.03084,0.02675,0.7454,0.04103
3,635.0,3.0,0.07808,0.02703,0.93509,0.00865
4,635.0,4.0,0.03775,0.01158,0.53623,0.00283
5,635.0,5.0,0.10452,0.0234,0.29515,0.01294
6,635.0,6.0,0.10638,0.00985,0.69117,0.00696
7,635.0,7.0,0.05795,0.04178,0.12747,0.00855
8,635.0,8.0,0.15483,0.03211,0.96598,0.10338
9,635.0,9.0,0.20089,0.03733,0.21616,0.08196
10,635.0,10.0,0.13957,0.03271,0.59593,0.00237
1,636.0,1.0,0.04502,0.00158,0.46202,0.03179
2,636.0,2.0,0.04501,0.02288,0.88879,0.21464
3,636.0,3.0,0.03596,0.02449,0.76409,0.07736
4,636.0,4.0,0.1131,0.00283,0.66371,0.31076
5,636.0,5.0,0.08363,0.01488,0.47406,0.07915
6,636.0,6.0,0.11451,0.0401,0.58952,0.12483
7,636.0,7.0,0.14016,0.02893,0.48394,0.00358
8,636.0,8.0,0.13422,0.01432,0.17374,0.01762
9,636.0,9.0,0.15332,0.02752,0.48683,0.02224
10,636.0,10.0,0.20647,0.03151,0.27249,0.01593
1,637.0,1.0,0.01968,0.00218,0.25263,0.00693
2,637.0,2.0,0.04589,0.02314,0.33164,0.01961
3,637.0,3.0,0.05275,0.00447,0.15557,0.00373
4,637.0,4.0,0.06433,0.02483,0.19433,0.02411
5,637.0,5.0,0.06364,0.04243,0.8743,0.27546
